host,ip,port,protocol,base_protocol,title,domain,server,link
seg.nju.edu.cn,202.119.32.33,80,http,tcp,SEG,nju.edu.cn,,http://seg.nju.edu.cn
https://sgjxgl.scvtc.edu.cn,2001:da8:6013:1::5,443,https,tcp,Apache Tomcat/8.5.60,scvtc.edu.cn,rump/d,https://sgjxgl.scvtc.edu.cn
https://idp.ylu.edu.cn,210.36.247.112,443,https,tcp,Apache Tomcat/8.5.72,ylu.edu.cn,,https://idp.ylu.edu.cn
status.szu.edu.cn,2001:da8:2d00:204::a,80,http,tcp,,szu.edu.cn,none,http://status.szu.edu.cn
face.xynu.edu.cn:8080,210.43.25.108,8080,http,tcp,大门态势,xynu.edu.cn,,http://face.xynu.edu.cn:8080
crcx.ccufe.edu.cn:8080,42.247.38.136,8080,http,tcp,大门态势,ccufe.edu.cn,,http://crcx.ccufe.edu.cn:8080
https://status.szu.edu.cn,2001:da8:2d00:204::a,443,https,tcp,,szu.edu.cn,none,https://status.szu.edu.cn
https://zjcinfo.jit.edu.cn,221.226.37.164,443,https,tcp,Apache Tomcat/9.0.62,jit.edu.cn,rums/b,https://zjcinfo.jit.edu.cn
https://scholar.scau.edu.cn,2001:da8:2004:1005:192:168:242:8,443,https,tcp,Title,scau.edu.cn,,https://scholar.scau.edu.cn
https://xhkjzyxy.edu.cn:18088,120.211.98.242,18088,https,tcp,统一身份认证,xhkjzyxy.edu.cn,nginx,https://xhkjzyxy.edu.cn:18088
https://lqcx.fjut.edu.cn,2001:250:6804:6::52,443,https,tcp,录取查询 - 福建理工大学普通本科招生信息网,fjut.edu.cn,openresty,https://lqcx.fjut.edu.cn
https://zypt.neusoft.edu.cn,219.216.131.82,443,https,tcp,Coming Soon...,neusoft.edu.cn,nginx/1.26.3,https://zypt.neusoft.edu.cn
zypt.neusoft.edu.cn,219.216.131.82,80,http,tcp,Coming Soon...,neusoft.edu.cn,nginx/1.26.3,http://zypt.neusoft.edu.cn
https://sso-lib.ynu.edu.cn:8082,113.55.8.9,8082,https,tcp,开发项目菜单,ynu.edu.cn,,https://sso-lib.ynu.edu.cn:8082
https://kyxt.hut.edu.cn,218.75.197.123,443,https,tcp,Tomcat,hut.edu.cn,rump/c,https://kyxt.hut.edu.cn
zbpt.njust.edu.cn,2001:da8:100e:80::178,80,http,tcp," 南京理工大学招投标办公室 - 首页",njust.edu.cn,none,http://zbpt.njust.edu.cn
https://zbpt.njust.edu.cn,2001:da8:100e:80::178,443,https,tcp," 南京理工大学招投标办公室 - 首页",njust.edu.cn,none,https://zbpt.njust.edu.cn
pay.zjhu.edu.cn:7828,61.153.52.77,7828,http,tcp,HTTP Status 404 – Not Found,zjhu.edu.cn,,http://pay.zjhu.edu.cn:7828
jxgltea.hfut.edu.cn:8780,121.251.19.244,8780,http,tcp,Apache Tomcat/8.5.93,hfut.edu.cn,,http://jxgltea.hfut.edu.cn:8780
kzgl.tjarts.edu.cn,2001:da8:a015:0:202:113:216:7121,80,http,tcp,302 Found,tjarts.edu.cn,none,http://kzgl.tjarts.edu.cn
https://zcglxt.jzmu.edu.cn,2001:250:700f::1071,443,https,tcp,Apache Tomcat/9.0.102,jzmu.edu.cn,,https://zcglxt.jzmu.edu.cn
https://bhws.tjfsu.edu.cn,222.30.90.3,443,https,tcp,天津外国语大学滨海外事学院,tjfsu.edu.cn,,https://bhws.tjfsu.edu.cn
bhws.tjfsu.edu.cn,222.30.90.3,80,http,tcp,天津外国语大学滨海外事学院,tjfsu.edu.cn,,http://bhws.tjfsu.edu.cn
https://gf.gxmu.edu.cn,210.36.49.12,443,https,tcp,Apache Tomcat/9.0.54,gxmu.edu.cn,,https://gf.gxmu.edu.cn
jgybm.ustb.edu.cn,115.25.60.240,80,http,tcp,北京科技大学工商管理硕士,ustb.edu.cn,,http://jgybm.ustb.edu.cn
https://x3if.xjtlu.edu.cn,180.208.58.144,443,https,tcp,登录到后台,xjtlu.edu.cn,nginx/1.26.3,https://x3if.xjtlu.edu.cn
https://cas.ynczy.edu.cn,112.117.250.150,443,https,tcp,Apache Tomcat,ynczy.edu.cn,Apache-Coyote/1.1,https://cas.ynczy.edu.cn
xlzx.shzu.edu.cn:8080,2001:250:1804:3::10,8080,http,tcp,Apache Tomcat,shzu.edu.cn,,http://xlzx.shzu.edu.cn:8080
https://online.xnai.edu.cn,120.35.121.21,443,https,tcp,系统升级中,xnai.edu.cn,nginx,https://online.xnai.edu.cn
www2.whou.edu.cn,125.221.38.222,80,http,tcp,Apache Tomcat/8.5.100,whou.edu.cn,,http://www2.whou.edu.cn
https://yx.zcmu.edu.cn,2001:da8:e004:98:f192:f168:ff98:ff61,443,https,tcp,浙江中医药大学,zcmu.edu.cn,none,https://yx.zcmu.edu.cn
yx.zcmu.edu.cn,2001:da8:e004:98:f192:f168:ff98:ff61,80,http,tcp,,zcmu.edu.cn,none,http://yx.zcmu.edu.cn
https://imsel.sysu.edu.cn,202.116.65.5,443,https,tcp,,sysu.edu.cn,,https://imsel.sysu.edu.cn
https://cs-service.nju.edu.cn,219.219.115.180,443,https,tcp,南京大学计算机学院-微服务平台,nju.edu.cn,nginx/1.20.1,https://cs-service.nju.edu.cn
https://opac.lib.swjtu.edu.cn,202.115.72.51,443,https,tcp,书刊目录查询,swjtu.edu.cn,nginx,https://opac.lib.swjtu.edu.cn
opac.lib.swjtu.edu.cn,202.115.72.51,80,http,tcp,书刊目录查询,swjtu.edu.cn,nginx,http://opac.lib.swjtu.edu.cn
https://cas.hhwzy.edu.cn,39.129.161.2,443,https,tcp,HTTP状态 404 - 未找到,hhwzy.edu.cn,rump/d,https://cas.hhwzy.edu.cn
donate.sysu.edu.cn,202.116.64.125,80,http,tcp,Apache Tomcat/6.0.20 - Error report,sysu.edu.cn,,http://donate.sysu.edu.cn
https://fast-cnki-net-s.atrust.jzmu.edu.cn,210.30.128.32,443,https,tcp,aTrust 2.0,jzmu.edu.cn,Sangine,https://fast-cnki-net-s.atrust.jzmu.edu.cn
kaoyi.cqmu.edu.cn,183.64.83.77,80,http,tcp,Apache Tomcat/8.5.73,cqmu.edu.cn,,http://kaoyi.cqmu.edu.cn
https://mywe.hhu.edu.cn,202.119.114.63,443,https,tcp,Welcome to nginx!,hhu.edu.cn,Server,https://mywe.hhu.edu.cn
https://archive.neusoft.edu.cn,219.216.131.81,443,https,tcp,毕业生档案服务管理系统,neusoft.edu.cn,nginx/1.26.3,https://archive.neusoft.edu.cn
archive.neusoft.edu.cn,219.216.131.81,80,http,tcp,毕业生档案服务管理系统,neusoft.edu.cn,nginx/1.26.3,http://archive.neusoft.edu.cn
fast-cnki-net-s.web.jlju.edu.cn,139.212.140.6,80,http,tcp,aTrust 2.0,jlju.edu.cn,Sangine,http://fast-cnki-net-s.web.jlju.edu.cn
https://kyxt.nwnu.edu.cn,210.26.98.214,443,https,tcp,Apache Tomcat/9.0.91,nwnu.edu.cn,none,https://kyxt.nwnu.edu.cn
https://kyxt.ahstu.edu.cn,112.122.143.198,443,https,tcp,Tomcat,ahstu.edu.cn,,https://kyxt.ahstu.edu.cn
netself.aku.edu.cn,59.74.48.82,80,http,tcp,Apache Tomcat/9.0.102,aku.edu.cn,none,http://netself.aku.edu.cn
https://mlib.ldxy.edu.cn,59.76.61.4,443,https,tcp,首页,ldxy.edu.cn,,https://mlib.ldxy.edu.cn
https://ccic.swjtu.edu.cn,2001:da8:6005:b::6,443,https,tcp,,swjtu.edu.cn,rums/b,https://ccic.swjtu.edu.cn
cs-service.nju.edu.cn,219.219.115.180,80,http,tcp,南京大学计算机学院-微服务平台,nju.edu.cn,nginx/1.20.1,http://cs-service.nju.edu.cn
https://oa.gdtzy.edu.cn,116.56.184.77,443,https,tcp,Apache Tomcat,gdtzy.edu.cn,Apache-Coyote/1.1,https://oa.gdtzy.edu.cn
https://ceec.swjtu.edu.cn,2001:da8:6005:b::7,443,https,tcp,西南交通大学土木工程国家级实验教学示范中心,swjtu.edu.cn,rums/b,https://ceec.swjtu.edu.cn
jxgltea.hfut.edu.cn:8980,121.251.19.244,8980,http,tcp,Apache Tomcat/8.5.93,hfut.edu.cn,,http://jxgltea.hfut.edu.cn:8980
https://xgapp.tsvcn.edu.cn,124.130.128.100,443,https,tcp,Apache Tomcat/9.0.38,tsvcn.edu.cn,nginx,https://xgapp.tsvcn.edu.cn
xssqwxzf.kust.edu.cn,222.197.198.203,80,http,tcp,Apache Tomcat/8.5.81,kust.edu.cn,RUMS,http://xssqwxzf.kust.edu.cn
https://xssqwxzf.kust.edu.cn,222.197.198.203,443,https,tcp,Apache Tomcat/8.5.81,kust.edu.cn,RUMS,https://xssqwxzf.kust.edu.cn
https://hospserv.pku.edu.cn,162.105.120.172,443,https,tcp,温馨提示,pku.edu.cn,nginx,https://hospserv.pku.edu.cn
hospserv.pku.edu.cn,162.105.120.172,80,http,tcp,温馨提示,pku.edu.cn,nginx,http://hospserv.pku.edu.cn
https://dingxiu.nwupl.edu.cn,202.200.171.69,443,https,tcp,,nwupl.edu.cn,nginx/1.22.1,https://dingxiu.nwupl.edu.cn
ipass.qust.edu.cn,211.87.159.15,80,http,tcp,青岛科技大学统一身份认证系统,qust.edu.cn,none,http://ipass.qust.edu.cn
https://hsxnfz.wtbu.edu.cn,111.172.107.52,443,https,tcp,武汉工商学院积木式CDIO污水处理工艺设计虚拟仿真实验教学项目,wtbu.edu.cn,waf/2.0.1,https://hsxnfz.wtbu.edu.cn
https://cgpt8090.kmmu.edu.cn,220.163.113.41,443,https,tcp,Apache Tomcat/7.0.109,kmmu.edu.cn,none,https://cgpt8090.kmmu.edu.cn
https://yqglsys.kmmu.edu.cn,220.163.113.41,443,https,tcp,Apache Tomcat/7.0.47,kmmu.edu.cn,none,https://yqglsys.kmmu.edu.cn
hbzyycg.hbucm.edu.cn,218.197.176.6,80,http,tcp,Apache Tomcat/9.0.75,hbucm.edu.cn,none,http://hbzyycg.hbucm.edu.cn
https://hbzyycg.hbucm.edu.cn,218.197.176.6,443,https,tcp,Apache Tomcat/9.0.75,hbucm.edu.cn,none,https://hbzyycg.hbucm.edu.cn
https://keyan.lzjtu.edu.cn,60.165.53.36,443,https,tcp,Tomcat,lzjtu.edu.cn,rums/b,https://keyan.lzjtu.edu.cn
cwsp.bjfu.edu.cn:8082,202.204.122.70,8082,http,tcp,Apache Tomcat/9.0.73,bjfu.edu.cn,,http://cwsp.bjfu.edu.cn:8082
https://ykth5.swun.edu.cn,211.83.241.167,443,https,tcp,,swun.edu.cn,******,https://ykth5.swun.edu.cn
data.irr.zufe.edu.cn,202.101.187.75,80,http,tcp,引导页,zufe.edu.cn,,http://data.irr.zufe.edu.cn
https://onestop.jxufe.edu.cn:8008,210.35.194.6,8008,https,tcp,Apache Tomcat/7.0.109,jxufe.edu.cn,Apache-Coyote/1.1,https://onestop.jxufe.edu.cn:8008
tzdz.shxy.edu.cn,36.132.217.20,80,http,tcp,欢迎登录绥化学院听障生单招报名考试系统,shxy.edu.cn,Server,http://tzdz.shxy.edu.cn
hq.sqgxy.edu.cn:89,117.160.162.18,89,http,tcp,,sqgxy.edu.cn,Apache-Coyote/1.1,http://hq.sqgxy.edu.cn:89
keyan.lzjtu.edu.cn,60.165.53.36,80,http,tcp,Tomcat,lzjtu.edu.cn,rums/b,http://keyan.lzjtu.edu.cn
https://cwcsp.snnu.edu.cn,219.244.70.35,443,https,tcp,Apache Tomcat/9.0.82,snnu.edu.cn,,https://cwcsp.snnu.edu.cn
gkd.edu.cn:8082,42.247.44.130,8082,http,tcp,Apache Tomcat/7.0.93,gkd.edu.cn,Apache-Coyote/1.1,http://gkd.edu.cn:8082
msign.hyit.edu.cn:8080,210.29.152.87,8080,http,tcp,Apache Tomcat/9.0.1,hyit.edu.cn,,http://msign.hyit.edu.cn:8080
zxsp.cumt.edu.cn:8080,219.219.48.201,8080,http,tcp,Apache Tomcat/9.0.102,cumt.edu.cn,,http://zxsp.cumt.edu.cn:8080
cwbgpt.hzau.edu.cn:8080,211.69.134.1,8080,http,tcp,Apache Tomcat/9.0.31,hzau.edu.cn,,http://cwbgpt.hzau.edu.cn:8080
xhjw.cumt.edu.cn,219.219.54.226,80,http,tcp,徐海学院教务管理系统,cumt.edu.cn,,http://xhjw.cumt.edu.cn
https://xinhua.nxu.edu.cn,120.253.36.33,443,https,tcp,宁夏大学-新华学院,nxu.edu.cn,nginx,https://xinhua.nxu.edu.cn
tqzs.jsmc.edu.cn,221.231.108.160,80,http,tcp,Apache Tomcat/10.0.17,jsmc.edu.cn,,http://tqzs.jsmc.edu.cn
xlzx.csmu.edu.cn:18080,58.20.60.36,18080,http,tcp,Apache Tomcat/7.0.64,csmu.edu.cn,*****************,http://xlzx.csmu.edu.cn:18080
jxjyzx.qlmu.edu.cn,27.195.158.227,80,http,tcp,Apache Tomcat,qlmu.edu.cn,nginx,http://jxjyzx.qlmu.edu.cn
https://jxjyzx.qlmu.edu.cn,27.195.158.227,443,https,tcp,Apache Tomcat,qlmu.edu.cn,nginx,https://jxjyzx.qlmu.edu.cn
https://museum.hhu.edu.cn,202.119.112.60,443,https,tcp,,hhu.edu.cn,,https://museum.hhu.edu.cn
yktyd.wbu.edu.cn:443,183.95.36.17,443,http,tcp,Apache Tomcat/9.0.88,wbu.edu.cn,,http://yktyd.wbu.edu.cn:443
cwsp.jxufe.edu.cn:8080,210.35.194.13,8080,http,tcp,Apache Tomcat/9.0.31,jxufe.edu.cn,,http://cwsp.jxufe.edu.cn:8080
https://s.hyit.edu.cn,210.29.152.22,443,https,tcp,Apache Tomcat/8.5.100,hyit.edu.cn,nginx/1.23.3,https://s.hyit.edu.cn
arch1.hunnu.edu.cn,202.197.120.88,80,http,tcp,用户登录,hunnu.edu.cn,,http://arch1.hunnu.edu.cn
https://qa.jiangnan.edu.cn,202.195.154.36,443,https,tcp,,jiangnan.edu.cn,none,https://qa.jiangnan.edu.cn
qa.jiangnan.edu.cn,202.195.154.36,80,http,tcp,系统登录,jiangnan.edu.cn,none,http://qa.jiangnan.edu.cn
jstl.njrts.edu.cn,210.28.168.21,80,http,tcp,Apache Tomcat - Error report,njrts.edu.cn,none,http://jstl.njrts.edu.cn
xt.da.cqut.edu.cn,202.202.157.100,80,http,tcp,Apache Tomcat,cqut.edu.cn,rums/b,http://xt.da.cqut.edu.cn
www.fair.ecnu.edu.cn,202.120.92.20,80,http,tcp,华东师范大学社会与情感能力研究中心,ecnu.edu.cn,nginx/1.12.2,http://www.fair.ecnu.edu.cn
https://seg.nju.edu.cn,202.119.32.33,443,https,tcp,SEG,nju.edu.cn,,https://seg.nju.edu.cn
https://donate.sysu.edu.cn,202.116.64.125,443,https,tcp,Apache Tomcat/6.0.20 - Error report,sysu.edu.cn,,https://donate.sysu.edu.cn
https://yxt.hzpt.edu.cn,113.142.69.133,443,https,tcp,Apache Tomcat/9.0.68,hzpt.edu.cn,,https://yxt.hzpt.edu.cn
https://arch1.hunnu.edu.cn,202.197.120.88,443,https,tcp,用户登录,hunnu.edu.cn,,https://arch1.hunnu.edu.cn
yxt.hzpt.edu.cn,183.47.237.5,80,http,tcp,Apache Tomcat/9.0.68,hzpt.edu.cn,,http://yxt.hzpt.edu.cn
https://yjszs.hpu.edu.cn,218.196.244.135,443,https,tcp,Apache Tomcat/9.0.102,hpu.edu.cn,,https://yjszs.hpu.edu.cn
gjxyexam.sdfmu.edu.cn,121.249.143.44,80,http,tcp,欢迎使用山东第一医科大学网络题库与考试系统,sdfmu.edu.cn,Apache-Coyote/1.1,http://gjxyexam.sdfmu.edu.cn
https://i-report.cuhk.edu.cn,116.31.95.13,443,https,tcp,Apache Tomcat/9.0.89,cuhk.edu.cn,,https://i-report.cuhk.edu.cn
www.tfhk.edu.cn:8080,112.18.236.124,8080,http,tcp,Apache Tomcat/x,tfhk.edu.cn,,http://www.tfhk.edu.cn:8080
zfbm.nuaa.edu.cn,218.94.136.180,80,http,tcp,Apache Tomcat/9.0.56,nuaa.edu.cn,******,http://zfbm.nuaa.edu.cn
i-report.cuhk.edu.cn,116.31.95.13,80,http,tcp,Apache Tomcat/9.0.89,cuhk.edu.cn,,http://i-report.cuhk.edu.cn
https://zwhz.nuaa.edu.cn,218.94.136.180,443,https,tcp,Apache Tomcat/9.0.56,nuaa.edu.cn,none,https://zwhz.nuaa.edu.cn
paytc.sisu.edu.cn:8080,202.202.192.28,8080,http,tcp,Apache Tomcat/9.0.62,sisu.edu.cn,,http://paytc.sisu.edu.cn:8080
yyxqsg.ayxy.edu.cn,221.176.148.168,80,http,tcp,Apache Tomcat/8.5.56,ayxy.edu.cn,rump/c,http://yyxqsg.ayxy.edu.cn
zhdj.hnys.edu.cn,42.247.23.40,80,http,tcp,网页无法访问,hnys.edu.cn,unknown,http://zhdj.hnys.edu.cn
https://bdyzb.cugb.edu.cn,202.204.101.138,443,https,tcp,Apache Tomcat/8.5.100,cugb.edu.cn,none,https://bdyzb.cugb.edu.cn
https://sso-lib.ynu.edu.cn:8083,113.55.8.9,8083,https,tcp,Apache Tomcat/8.0.32 - Error report,ynu.edu.cn,Apache-Coyote/1.1,https://sso-lib.ynu.edu.cn:8083
https://ysjxh.whit.edu.cn,218.22.75.43,443,https,tcp,Apache Tomcat/9.0.80,whit.edu.cn,nginx/1.24.0,https://ysjxh.whit.edu.cn
https://dorm.haou.edu.cn,211.84.24.24,443,https,tcp,tomcat启动成功,haou.edu.cn,,https://dorm.haou.edu.cn
dorm.haou.edu.cn,211.84.24.24,80,http,tcp,tomcat启动成功,haou.edu.cn,,http://dorm.haou.edu.cn
https://xljkpt.zmu.edu.cn,211.83.163.222,443,https,tcp,,zmu.edu.cn,,https://xljkpt.zmu.edu.cn
opac.zfc.edu.cn,61.164.56.200,80,http,tcp,Apache Tomcat/9.0.46,zfc.edu.cn,none,http://opac.zfc.edu.cn
https://opac.zfc.edu.cn,61.164.56.200,443,https,tcp,Apache Tomcat/9.0.46,zfc.edu.cn,none,https://opac.zfc.edu.cn
cwdzsp.whvcse.edu.cn:8080,125.221.38.230,8080,http,tcp,Apache Tomcat/9.0.73,whvcse.edu.cn,,http://cwdzsp.whvcse.edu.cn:8080
res.whsu.edu.cn:8080,218.197.66.91,8080,http,tcp,Apache Tomcat/8.5.82,whsu.edu.cn,,http://res.whsu.edu.cn:8080
authserver.whsu.edu.cn:8080,218.197.66.91,8080,http,tcp,Apache Tomcat/8.5.82,whsu.edu.cn,,http://authserver.whsu.edu.cn:8080
lib.gzky.edu.cn:8888,58.16.16.91,8888,http,tcp,Apache Tomcat/8.5.71,gzky.edu.cn,,http://lib.gzky.edu.cn:8888
https://pay.hytc.edu.cn,202.195.124.58,443,https,tcp,淮阴师范学院缴费平台,hytc.edu.cn,Web Server/x.x.x,https://pay.hytc.edu.cn
https://jccwq.sau.edu.cn,202.199.26.245,443,https,tcp,HTTP Status 404 – 未找到,sau.edu.cn,,https://jccwq.sau.edu.cn
qywx.njxzc.edu.cn:9000,210.29.144.120,9000,http,tcp,Apache Tomcat/8.5.89,njxzc.edu.cn,,http://qywx.njxzc.edu.cn:9000
gis.lzu.edu.cn,202.201.0.72,80,http,tcp,Apache Tomcat/9.0.37,lzu.edu.cn,,http://gis.lzu.edu.cn
https://jjh.jxufe.edu.cn,210.35.194.20,443,https,tcp,教育基金捐赠管理系统,jxufe.edu.cn,Apache-Coyote/1.1,https://jjh.jxufe.edu.cn
https://sbpay.sicfl.edu.cn,219.220.176.116,443,https,tcp,Apache Tomcat/8.0.52,sicfl.edu.cn,Apache-Coyote/1.1,https://sbpay.sicfl.edu.cn
sbpay.sicfl.edu.cn,219.220.176.116,80,http,tcp,Apache Tomcat/8.0.52,sicfl.edu.cn,Apache-Coyote/1.1,http://sbpay.sicfl.edu.cn
workvx.cpu.edu.cn,222.190.112.232,80,http,tcp,Apache Tomcat/8.5.82,cpu.edu.cn,,http://workvx.cpu.edu.cn
https://opac-lib.ynu.edu.cn:9191,113.55.8.10,9191,https,tcp,Apache Tomcat/7.0.109,ynu.edu.cn,Apache-Coyote/1.1,https://opac-lib.ynu.edu.cn:9191
kzgl.tjarts.edu.cn,202.113.216.19,80,http,tcp,302 Found,tjarts.edu.cn,openresty,http://kzgl.tjarts.edu.cn
zbpt.njust.edu.cn,202.119.80.178,80,http,tcp," 南京理工大学招投标办公室 - 首页",njust.edu.cn,none,http://zbpt.njust.edu.cn
https://zbpt.njust.edu.cn,202.119.80.178,443,https,tcp," 南京理工大学招投标办公室 - 首页",njust.edu.cn,none,https://zbpt.njust.edu.cn
https://ca.xaiu.edu.cn:8000,61.185.201.6,8000,https,tcp,Apache Tomcat/8.5.100,xaiu.edu.cn,,https://ca.xaiu.edu.cn:8000
https://uss.glut.edu.cn,202.193.95.13,443,https,tcp,Dr.COM App Server,glut.edu.cn,,https://uss.glut.edu.cn
xlcs.tctc.edu.cn,42.247.31.38,80,http,tcp,Apache Tomcat/8.5.79,tctc.edu.cn,,http://xlcs.tctc.edu.cn
clpt.ldu.edu.cn,202.194.48.2,80,http,tcp,Apache Tomcat/9.0.95,ldu.edu.cn,none,http://clpt.ldu.edu.cn
uss.glut.edu.cn,202.193.95.13,80,http,tcp,Dr.COM App Server,glut.edu.cn,,http://uss.glut.edu.cn
https://yjszs.bift.edu.cn,211.71.96.10,443,https,tcp,Apache Tomcat/9.0.102,bift.edu.cn,Server,https://yjszs.bift.edu.cn
irb.med.tsinghua.edu.cn,2402:f000:1:402:101:6:15:70,80,http,tcp,清华大学科技伦理委员会医学委员会,tsinghua.edu.cn,,http://irb.med.tsinghua.edu.cn
jxjy.hkc.edu.cn:8182,202.100.206.153,8182,http,tcp,,hkc.edu.cn,Apache-Coyote/1.1,http://jxjy.hkc.edu.cn:8182
rszp.wnu.edu.cn,218.195.46.47,80,http,tcp,Apache Tomcat/7.0.77,wnu.edu.cn,Apache-Coyote/1.1,http://rszp.wnu.edu.cn
https://dl.htc.edu.cn,60.174.198.76,443,https,tcp,,htc.edu.cn,,https://dl.htc.edu.cn
dl.htc.edu.cn,60.174.198.76,80,http,tcp,,htc.edu.cn,,http://dl.htc.edu.cn
xlzx.hnfnu.edu.cn,211.69.72.23,80,http,tcp,心理平台,hnfnu.edu.cn,,http://xlzx.hnfnu.edu.cn
sjsb.nudt.edu.cn,202.197.9.67,80,http,tcp,Apache Tomcat/10.1.39,nudt.edu.cn,,http://sjsb.nudt.edu.cn
https://www2.whou.edu.cn,125.221.38.222,443,https,tcp,Apache Tomcat/8.5.100,whou.edu.cn,,https://www2.whou.edu.cn
https://clpt.ldu.edu.cn,202.194.48.2,443,https,tcp,Apache Tomcat/9.0.95,ldu.edu.cn,none,https://clpt.ldu.edu.cn
yjszs.bift.edu.cn,211.71.96.10,80,http,tcp,Apache Tomcat/9.0.102,bift.edu.cn,Server,http://yjszs.bift.edu.cn
https://sgjxgl.scvtc.edu.cn,125.67.64.235,443,https,tcp,Apache Tomcat/8.5.60,scvtc.edu.cn,rump/d,https://sgjxgl.scvtc.edu.cn
jxjy.hkc.edu.cn:8087,202.100.206.153,8087,http,tcp,Apache Tomcat,hkc.edu.cn,Apache-Coyote/1.1,http://jxjy.hkc.edu.cn:8087
https://zccg.jxutcm.edu.cn,117.40.29.89,443,https,tcp,Apache Tomcat/8.5.95,jxutcm.edu.cn,none,https://zccg.jxutcm.edu.cn
zccg.jxutcm.edu.cn,117.40.29.89,80,http,tcp,Apache Tomcat/8.5.95,jxutcm.edu.cn,none,http://zccg.jxutcm.edu.cn
oa.wbws.edu.cn:7187,60.171.205.178,7187,http,tcp,Apache Tomcat/8.5.61,wbws.edu.cn,,http://oa.wbws.edu.cn:7187
https://irb.med.tsinghua.edu.cn,2402:f000:1:402:101:6:15:70,443,https,tcp,清华大学科技伦理委员会医学委员会,tsinghua.edu.cn,,https://irb.med.tsinghua.edu.cn
ihome.ustb.edu.cn,115.25.60.85,80,http,tcp,登录,ustb.edu.cn,,http://ihome.ustb.edu.cn
rs.lnvut.edu.cn:8009,60.21.207.250,8009,http,tcp,Apache Tomcat/8.5.87,lnvut.edu.cn,,http://rs.lnvut.edu.cn:8009
mta.jlnu.edu.cn,218.27.6.106,80,http,tcp,Apache Tomcat/8.0.47,jlnu.edu.cn,YxlinkWAF,http://mta.jlnu.edu.cn
spxt.cau.edu.cn:8080,211.82.95.32,8080,http,tcp,,cau.edu.cn,,http://spxt.cau.edu.cn:8080
cwwssp.whsu.edu.cn:8080,218.197.71.248,8080,http,tcp,Apache Tomcat/9.0.62,whsu.edu.cn,,http://cwwssp.whsu.edu.cn:8080
xlzx.shzu.edu.cn:8080,202.201.165.155,8080,http,tcp,Apache Tomcat,shzu.edu.cn,,http://xlzx.shzu.edu.cn:8080
zjcinfo.jit.edu.cn,221.226.37.164,80,http,tcp,Apache Tomcat/9.0.62,jit.edu.cn,rums/b,http://zjcinfo.jit.edu.cn
lib.gzky.edu.cn:8885,58.16.16.91,8885,http,tcp,Apache Tomcat/8.5.71,gzky.edu.cn,,http://lib.gzky.edu.cn:8885
hqbx.tjus.edu.cn,211.68.236.117,80,http,tcp,Apache Tomcat/7.0.92,tjus.edu.cn,nginx/1.24.0,http://hqbx.tjus.edu.cn
mlib.ldxk.edu.cn,115.227.57.34,80,http,tcp,Apache Tomcat/8.5.68,ldxk.edu.cn,,http://mlib.ldxk.edu.cn
https://mlib.ldxk.edu.cn,115.227.57.34,443,https,tcp,Apache Tomcat/8.5.68,ldxk.edu.cn,,https://mlib.ldxk.edu.cn
wssp.fzu.edu.cn:8080,59.77.226.29,8080,http,tcp,福州大学,fzu.edu.cn,,http://wssp.fzu.edu.cn:8080
oaapp.ahtcm.edu.cn,210.45.16.63,80,http,tcp,Apache Tomcat/8.5.90,ahtcm.edu.cn,nginx/1.21.0,http://oaapp.ahtcm.edu.cn
https://epay.ouc.edu.cn:8443,222.195.158.4,8443,https,tcp,Apache Tomcat,ouc.edu.cn,Apache-Coyote/1.1,https://epay.ouc.edu.cn:8443
https://zpcj.xafy.edu.cn,59.75.8.3,443,https,tcp,Apache Tomcat/9.0.98,xafy.edu.cn,openresty,https://zpcj.xafy.edu.cn
kywk.hmc.edu.cn,59.79.136.128,80,http,tcp,Apache Tomcat/7.0.103,hmc.edu.cn,Apache-Coyote/1.1,http://kywk.hmc.edu.cn
rs.cbyz.edu.cn:8090,125.64.49.15,8090,http,tcp,Apache Tomcat/8.5.72,cbyz.edu.cn,,http://rs.cbyz.edu.cn:8090
https://wf.brs.edu.cn,58.200.85.22,443,https,tcp,王府智慧校园平台		,brs.edu.cn,unknown,https://wf.brs.edu.cn
wf.brs.edu.cn,58.200.85.22,80,http,tcp,王府智慧校园平台		,brs.edu.cn,unknown,http://wf.brs.edu.cn
wfw.neuq.edu.cn,202.206.20.200,80,http,tcp,Welcome to nginx!,neuq.edu.cn,wisedu,http://wfw.neuq.edu.cn
facecheck.cusx.edu.cn:8080,222.199.5.63,8080,http,tcp,Apache Tomcat/8.5.84,cusx.edu.cn,,http://facecheck.cusx.edu.cn:8080
lib-sjzs.cidp.edu.cn,211.71.235.191,80,http,tcp,Apache Tomcat/9.0.0.M26,cidp.edu.cn,,http://lib-sjzs.cidp.edu.cn
fast-cnki-net-s.webvpn.zcse.edu.cn:8118,42.247.37.249,8118,http,tcp,aTrust 2.0,zcse.edu.cn,Sangine,http://fast-cnki-net-s.webvpn.zcse.edu.cn:8118
jcc5.fafu.edu.cn:8082,210.34.84.220,8082,http,tcp,Apache Tomcat/9.0.98,fafu.edu.cn,,http://jcc5.fafu.edu.cn:8082
https://libifs.ahcme.edu.cn,218.22.71.124,443,https,tcp,跨库检索系统,ahcme.edu.cn,openresty,https://libifs.ahcme.edu.cn
